am_sid,am_spec_code,genus,species,f_bname,am_sciname
Fis-137522,56153,Cryptocentrus,maudae,Maude's shrimpgoby,Cryptocentrus maudae
Fis-54145,23637,Cryptocentrus,nigrocellatus,Blackspot shrimpgoby,Cryptocentrus nigrocellatus
Fis-32252,7235,Cryptocentrus,octofasciatus,Blue-speckled prawn goby,Cryptocentrus octofasciatus
Fis-144705,59242,Cryptocentrus,pavoninoides,Peacock shrimpgoby,Cryptocentrus pavoninoides
Fis-146097,59828,Cryptocentrus,russus,Ocellated shrimpgoby,Cryptocentrus russus
Fis-170736,67818,Cryptocentrus,sericus,Ventral-barred shrimpgoby,Cryptocentrus sericus
Fis-26431,7209,Cryptocentrus,strigilliceps,Target shrimp goby,Cryptocentrus strigilliceps
Fis-162912,65039,Cryptocentrus,tentaculatus,Tentacle shrimpgoby,Cryptocentrus tentaculatus
W-Bch-211148,9262,Cryptochirus,coralliodytes,NA,Cryptochirus coralliodytes
W-Msc-240776,58404,Cryptochiton,stelleri,giant Pacific chiton,Cryptochiton stelleri
Hex-48,42362,Cryptodendrum,adhaesivum,adhesive anemone,Cryptodendrum adhaesivum
W-Bch-209462,103003,Cryptodromia,bullifera,NA,Cryptodromia bullifera
W-Bch-440044,92116,Cryptodromia,coronata,NA,Cryptodromia coronata
W-Bch-209470,21104,Cryptodromia,fallax,NA,Cryptodromia fallax
W-Bch-209463,92115,Cryptodromia,hilgendorfi,NA,Cryptodromia hilgendorfi
W-Bch-440050,92181,Cryptodromia,mariae,NA,Cryptodromia mariae
SLB-100876,92188,Cryptodromia,pentagonalis,NA,Cryptodromia pentagonalis
W-Bch-440058,92205,Cryptodromia,tuberculata,NA,Cryptodromia tuberculata
W-Bch-440059,92221,Cryptodromia,tumida,NA,Cryptodromia tumida
SLB-9972,21105,Cryptodromiopsis,plumosa,shaggy sponge crab,Cryptodromiopsis plumosa
W-Bch-209471,21107,Cryptodromiopsis,tridens,NA,Cryptodromiopsis tridens
SLB-9975,21108,Cryptodromiopsis,unidentata,NA,Cryptodromiopsis unidentata
ITS-97953,26524,Cryptolithodes,sitchensis,umbrella crab,Cryptolithodes sitchensis
ITS-97954,26525,Cryptolithodes,typicus,butterfly crab,Cryptolithodes typicus
W-Msc-397065,47984,Cryptomya,californica,California softshell,Cryptomya californica
W-Msc-140525,1598,Cryptonatica,affinis,Arctic moonsnail,Cryptonatica affinis
W-Msc-394290,101625,Cryptopecten,bullatus,NA,Cryptopecten bullatus
W-Msc-394289,101157,Cryptopecten,nux,NA,Cryptopecten nux
W-Msc-156821,47221,Cryptopecten,phrygium,spathate scallop,Cryptopecten phrygium
SLB-65739,49316,Cryptopeltaster,lepidonotus,NA,Cryptopeltaster lepidonotus
W-Bra-235415,89143,Cryptopora,boettgeri,NA,Cryptopora boettgeri
W-Bra-104052,60253,Cryptopora,gnomon,NA,Cryptopora gnomon
Fis-29877,3098,Cryptopsaras,couesii,Triplewart seadevil,Cryptopsaras couesii
W-Bch-440316,18328,Cryptosoma,bairdii,shameface heart crab,Cryptosoma bairdii
Fis-29875,3674,Cryptotomus,roseus,Bluelip parrotfish,Cryptotomus roseus
Fis-29876,3714,Cryptotrema,corallinum,Deep-water blenny,Cryptotrema corallinum
Fis-119200,24140,Crystallias,matsushimae,NA,Crystallias matsushimae
Fis-30806,4180,Crystallichthys,cyclospilus,Blotched snailfish,Crystallichthys cyclospilus
Fis-124492,50815,Crystallichthys,mirabilis,NA,Crystallichthys mirabilis
Fis-22751,60,Crystallogobius,linearis,Crystal goby,Crystallogobius linearis
W-Msc-464122,48311,Ctena,bella,divergent lucine,Ctena bella
W-Msc-140278,89857,Ctena,decussata,NA,Ctena decussata
W-Msc-420788,102263,Ctena,orbiculata,NA,Ctena orbiculata
SLB-113248,102262,Ctena,pectinella,NA,Ctena pectinella
URM-Cn-5749,45825,Ctenactis,albitentaculata,NA,Ctenactis albitentaculata
URM-Cn-5750,45827,Ctenactis,crassa,NA,Ctenactis crassa
URM-Cn-5751,45828,Ctenactis,echinata,rough feather coral,Ctenactis echinata
SLB-172370,140842,Ctenantedon,kinziei,NA,Ctenantedon kinziei
W-Oct-287628,129772,Ctenocella,pectinata,red whip coral,Ctenocella pectinata
Fis-31620,6012,Ctenochaetus,binotatus,Twospot surgeonfish,Ctenochaetus binotatus
Fis-145166,59486,Ctenochaetus,cyanocheilus,Short-tail bristle-tooth,Ctenochaetus cyanocheilus
Fis-140317,59589,Ctenochaetus,flavicauda,NA,Ctenochaetus flavicauda
Fis-31621,6013,Ctenochaetus,hawaiiensis,Chevron tang,Ctenochaetus hawaiiensis
Fis-25953,6014,Ctenochaetus,marginatus,Striped-fin surgeonfish,Ctenochaetus marginatus
Fis-23451,1262,Ctenochaetus,striatus,Striated surgeonfish,Ctenochaetus striatus
Fis-25954,6015,Ctenochaetus,strigosus,Spotted surgeonfish,Ctenochaetus strigosus
Fis-31622,6016,Ctenochaetus,tominiensis,Tomini surgeonfish,Ctenochaetus tominiensis
Fis-145167,59487,Ctenochaetus,truncatus,Indian gold-ring bristle-tooth,Ctenochaetus truncatus
Fis-134197,55135,Ctenochirichthys,longimanus,NA,Ctenochirichthys longimanus
W-Ech-513636,142413,Ctenocidaris,nutrix,NA,Ctenocidaris nutrix
W-Ech-160796,142414,Ctenocidaris,perrieri,NA,Ctenocidaris perrieri
W-Ase-123915,49049,Ctenodiscus,crispatus,cookie-cutter seastar,Ctenodiscus crispatus
W-Ase-380733,138687,Ctenodiscus,orientalis,NA,Ctenodiscus orientalis
Fis-26451,7237,Ctenogobiops,aurocingulus,Gold-streaked prawn-goby,Ctenogobiops aurocingulus
Fis-21788,66998,Ctenogobiops,crocineus,NA,Ctenogobiops crocineus
Fis-32253,7238,Ctenogobiops,feroculus,Sandy prawn-goby,Ctenogobiops feroculus
Fis-62753,27561,Ctenogobiops,maculosus,Seychelles shrimpgoby,Ctenogobiops maculosus
Fis-161164,63937,Ctenogobiops,mitodes,Thread shrimpgoby,Ctenogobiops mitodes
Fis-32245,7210,Ctenogobiops,pomastictus,Gold-specked prawn-goby,Ctenogobiops pomastictus
Fis-54166,7211,Ctenogobiops,tangaroai,Tangaroa shrimpgoby,Ctenogobiops tangaroai
Fis-150636,3858,Ctenogobius,boleosoma,Darter goby,Ctenogobius boleosoma
Fis-156281,62531,Ctenogobius,claytonii,Mexican goby,Ctenogobius claytonii
Fis-113926,46905,Ctenogobius,manglicola,NA,Ctenogobius manglicola
Fis-165380,55530,Ctenogobius,phenacus,Impostor goby,Ctenogobius phenacus
Fis-150648,3864,Ctenogobius,saepepallens,Dash goby,Ctenogobius saepepallens
Fis-113923,3861,Ctenogobius,sagittula,Longtail goby,Ctenogobius sagittula
W-Msc-505431,103710,Ctenoides,ales,electric flame scallop,Ctenoides ales
SLB-196565,101170,Ctenoides,annulatus,NA,Ctenoides annulatus
W-Msc-505429,48060,Ctenoides,scabra,rough fileclam,Ctenoides scabra
Fis-22752,61,Ctenolabrus,rupestris,Goldsinny-wrasse,Ctenolabrus rupestris
W-Ase-292825,138675,Ctenopleura,astropectinides,NA,Ctenopleura astropectinides
Fis-23452,1168,Ctenosciaena,gracilicirrhus,Barbel drum,Ctenosciaena gracilicirrhus
Fis-49263,14105,Ctenosciaena,peruviana,Peruvian barbel drum,Ctenosciaena peruviana
Fis-148031,60408,Ctenotrypauchen,chinensis,NA,Ctenotrypauchen chinensis
ITS-612382,19276,Cuapetes,amymone,NA,Cuapetes amymone
ITS-612418,19312,Cuapetes,elegans,NA,Cuapetes elegans
SLB-158117,19313,Cuapetes,ensifrons,NA,Cuapetes ensifrons
SLB-157916,129913,Cuapetes,grandis,black and silver Cuapetes shrimp,Cuapetes grandis
ITS-612451,18884,Cuapetes,kororensis,mushroom coral ghost shrimp,Cuapetes kororensis
ITS-612490,18868,Cuapetes,platycheles,NA,Cuapetes platycheles
ITS-612509,18952,Cuapetes,tenuipes,red claw cuapetes shrimp,Cuapetes tenuipes
W-Hyd-289754,43881,Cubaia,aphrodite,NA,Cubaia aphrodite
Fis-33812,10197,Cubiceps,baxteri,Black fathead,Cubiceps baxteri
Fis-32810,8397,Cubiceps,caeruleus,Blue fathead,Cubiceps caeruleus
Fis-27531,9888,Cubiceps,capensis,Cape fathead,Cubiceps capensis
Fis-23453,1710,Cubiceps,gracilis,Driftfish,Cubiceps gracilis
Fis-47240,15308,Cubiceps,kotlyari,Kotlyar's cubehead,Cubiceps kotlyari
Fis-125985,51638,Cubiceps,nanus,Dwarf cigarfish,Cubiceps nanus
Fis-29879,3919,Cubiceps,paradoxus,Longfin cigarfish,Cubiceps paradoxus
Fis-31214,5049,Cubiceps,pauciradiatus,Bigeye cigarfish,Cubiceps pauciradiatus
Fis-153814,8028,Cubiceps,whiteleggii,Shadow driftfish,Cubiceps whiteleggii
W-Msc-504483,47586,Cucullaea,labiata,hooked ark,Cucullaea labiata
SLB-113253,102267,Cucullaearca,candida,NA,Cucullaearca candida
SLB-66069,50067,Cucumaria,frondosa,orange-footed sea cucumber,Cucumaria frondosa
W-Hol-225807,49797,Cucumaria,miniata,orange sea cucumber,Cucumaria miniata
W-Hol-529459,49798,Cucumaria,piperata,sea cucumber,Cucumaria piperata
SLB-169556,138733,Culcita,novaeguinae,cushion star fish,Culcita novaeguinae
W-Ase-212298,86706,Culcita,novaeguineae,cushion star,Culcita novaeguineae
URM-2-3534,55184,Culeolus,antarcticus,NA,Culeolus antarcticus
URM-2-3539,55189,Culeolus,herdmani,NA,Culeolus herdmani
URM-2-3541,55190,Culeolus,likae,NA,Culeolus likae
URM-2-3544,55193,Culeolus,murrayi,NA,Culeolus murrayi
URM-2-3547,55196,Culeolus,pyramidalis,NA,Culeolus pyramidalis
URM-2-3549,55198,Culeolus,recumbens,NA,Culeolus recumbens
URM-2-3552,55201,Culeolus,suhmi,NA,Culeolus suhmi
URM-2-3553,55202,Culeolus,tenuis,NA,Culeolus tenuis
URM-Cn-6109,45953,Culicia,rubeola,NA,Culicia rubeola
SLB-187000,154289,Culicia,tenella,NA,Culicia tenella
W-Cum-182485,104668,Cumella,australis,NA,Cumella australis
W-Cum-182500,22312,Cumella,garrityi,NA,Cumella garrityi
W-Cum-182516,104707,Cumella,ocellata,NA,Cumella ocellata
W-Cum-231737,104708,Cumella,pectinifera,NA,Cumella pectinifera
SLB-70565,48639,Cumingia,coarctata,contracted semele,Cumingia coarctata
W-Msc-156823,48640,Cumingia,tellinoides,tellin semele,Cumingia tellinoides
W-Hyd-221241,44607,Cunina,duplicata,NA,Cunina duplicata
W-Hyd-117497,44606,Cunina,octonaria,NA,Cunina octonaria
W-Bry-469737,90220,Cupuladria,guineensis,NA,Cupuladria guineensis
W-Bry-469738,90218,Cupuladria,monotrema,NA,Cupuladria monotrema
W-Bry-422270,90217,Cupuladria,surinamensis,NA,Cupuladria surinamensis
W-Msc-367566,99222,Curtitoma,conoidea,NA,Curtitoma conoidea
W-Msc-160240,1605,Curtitoma,incisula,NA,Curtitoma incisula
SLB-176618,147495,Curtitoma,reticulata,NA,Curtitoma reticulata
SLB-74062,1609,Curtitoma,violacea,NA,Curtitoma violacea
W-Msc-139437,49257,Cuspidaria,arctica,NA,Cuspidaria arctica
W-Msc-197120,93846,Cuspidaria,concentrica,NA,Cuspidaria concentrica
W-Msc-139445,49242,Cuspidaria,glacialis,glacial dipperclam,Cuspidaria glacialis
W-Msc-139447,49252,Cuspidaria,jeffreysi,NA,Cuspidaria jeffreysi
W-Msc-139453,49251,Cuspidaria,rostrata,rostrate dipperclam,Cuspidaria rostrata
W-Msc-139454,49256,Cuspidaria,subtorta,NA,Cuspidaria subtorta
W-Msc-197124,93852,Cuspidaria,tenella,NA,Cuspidaria tenella
W-Msc-581881,8566,Cuthona,albocrusta,white-crust cuthona,Cuthona albocrusta
W-Msc-153380,8577,Cuthona,gymnota,orange-tip cuthona,Cuthona gymnota
W-Msc-141630,8570,Cuthona,perca,Lake Meritt cuthona,Cuthona perca
W-Msc-532258,8573,Cuthona,tina,NA,Cuthona tina
SLB-77729,1613,Cuthona,veronicae,NA,Cuthona veronicae
W-Msc-141636,694,Cuthona,viridis,viridis aeolid,Cuthona viridis
W-Msc-246651,150243,Cuvierina,cancapae,NA,Cuvierina cancapae
W-Msc-197127,93853,Cyamiocardium,crassilabrum,NA,Cyamiocardium crassilabrum
SLB-119657,72317,Cyanagraea,preadator,NA,Cyanagraea preadator
W-Msc-449951,72024,Cyathermia,naticoides,NA,Cyathermia naticoides
W-Iso-118474,10137,Cyathura,carinata,NA,Cyathura carinata
Fis-22754,95,Cybiosarda,elegans,Leaping bonito,Cybiosarda elegans
W-Ase-172748,142418,Cycethra,verrucosa,soft gingerbread hem star,Cycethra verrucosa
W-Cum-181693,103887,Cyclaspis,gigas,NA,Cyclaspis gigas
W-Cum-181702,103896,Cyclaspis,jonesi,NA,Cyclaspis jonesi
W-Cum-157810,22451,Cyclaspis,varians,NA,Cyclaspis varians
W-Bch-210147,21141,Cyclax,suborbicularis,NA,Cyclax suborbicularis
Fis-28098,11227,Cyclichthys,hardenbergi,Hardenburg's burrfish,Cyclichthys hardenbergi
Fis-25512,5196,Cyclichthys,orbicularis,Birdbeak burrfish,Cyclichthys orbicularis
Fis-27755,10305,Cyclichthys,spilostylus,Spotbase burrfish,Cyclichthys spilostylus
W-Msc-367957,83727,Cyclina,sinensis,Oriental cylcina,Cyclina sinensis
W-Bch-557899,155397,Cycloachelous,granulatus,NA,Cycloachelous granulatus
SLB-189664,155398,Cycloachelous,suborbicularis,NA,Cycloachelous suborbicularis
W-Msc-197132,84269,Cyclocardia,astartoides,NA,Cyclocardia astartoides
W-Msc-156833,48450,Cyclocardia,novangliae,New England cyclocardia,Cyclocardia novangliae
ITS-94279,22760,Cyclocaris,tahitensis,NA,Cyclocaris tahitensis
W-Bch-444085,155399,Cyclodius,granulosus,NA,Cyclodius granulosus
W-Bch-444088,21441,Cyclodius,nitidus,NA,Cyclodius nitidus
W-Bch-444087,155400,Cyclodius,obscurus,NA,Cyclodius obscurus
W-Bch-444090,155401,Cyclodius,ungulatus,NA,Cyclodius ungulatus
W-Bch-440319,18330,Cycloes,marisrubri,wingless box crab,Cycloes marisrubri
W-Bch-444708,21519,Cyclograpsus,cinereus,NA,Cyclograpsus cinereus
W-Bch-209414,27213,Cyclograpsus,integer,globose shore crab,Cyclograpsus integer
W-Bch-444718,154793,Cyclograpsus,longipes,NA,Cyclograpsus longipes
SLB-69469,47735,Cyclopecten,imbrifer,shingle glass-scallop,Cyclopecten imbrifer
SLB-69472,47256,Cyclopecten,nanus,dwarf glass-scallop,Cyclopecten nanus
W-Msc-391727,47745,Cyclopecten,reticulus,netted glass-scallop,Cyclopecten reticulus
SLB-176813,147717,Cyclopecten,strigillatus,NA,Cyclopecten strigillatus
Fis-29360,979,Cyclopsetta,chittendeni,Mexican flounder,Cyclopsetta chittendeni
Fis-24533,4219,Cyclopsetta,fimbriata,Spotfin flounder,Cyclopsetta fimbriata
Fis-29021,13952,Cyclopsetta,panamensis,God's flounder,Cyclopsetta panamensis
Fis-29022,13954,Cyclopsetta,querna,Toothed flounder,Cyclopsetta querna
Fis-54784,24060,Cyclopteropsis,bergi,NA,Cyclopteropsis bergi
Fis-148809,51411,Cyclopteropsis,brashnikowi,NA,Cyclopteropsis brashnikowi
Fis-54785,24061,Cyclopteropsis,lindbergi,NA,Cyclopteropsis lindbergi
Fis-29361,62,Cyclopterus,lumpus,Lumpfish,Cyclopterus lumpus
URM-2-4181,55875,Cyclosalpa,pinnata,NA,Cyclosalpa pinnata
SLB-117548,105366,Cycloseris,costulata,NA,Cycloseris costulata
SLB-117469,105367,Cycloseris,curvata,NA,Cycloseris curvata
URM-Cn-5757,105373,Cycloseris,distorta,NA,Cycloseris distorta
SLB-117470,105368,Cycloseris,erosa,NA,Cycloseris erosa
URM-Cn-5758,105374,Cycloseris,fragilis,NA,Cycloseris fragilis
URM-Cn-5763,45841,Cycloseris,hexagonalis,NA,Cycloseris hexagonalis
URM-Cn-5784,45864,Cycloseris,mokai,NA,Cycloseris mokai
SLB-117471,105369,Cycloseris,patelliformis,kneecap coral,Cycloseris patelliformis
SLB-117472,105370,Cycloseris,sinensis,NA,Cycloseris sinensis
SLB-117473,105371,Cycloseris,somervillei,NA,Cycloseris somervillei
SLB-118752,106240,Cycloseris,tenuis,stone coral,Cycloseris tenuis
SLB-117474,105372,Cycloseris,vaughani,NA,Cycloseris vaughani
W-Msc-419477,1316,Cyclostrema,amabile,NA,Cyclostrema amabile
W-Msc-419478,3340,Cyclostrema,cancellatum,cancellate cyclostreme,Cyclostrema cancellatum
W-Msc-419480,3341,Cyclostrema,tortuganum,Tortugas cyclostreme,Cyclostrema tortuganum
W-Msc-419656,2864,Cyclostremiscus,beauii,NA,Cyclostremiscus beauii
W-Msc-419657,1887,Cyclostremiscus,cubanus,NA,Cyclostremiscus cubanus
SLB-176637,147523,Cyclostremiscus,dalli,NA,Cyclostremiscus dalli
W-Msc-594441,2867,Cyclostremiscus,emeryi,NA,Cyclostremiscus emeryi
W-Msc-419659,3844,Cyclostremiscus,jeannae,NA,Cyclostremiscus jeannae
W-Msc-160251,3151,Cyclostremiscus,pentagonus,NA,Cyclostremiscus pentagonus
Fis-31240,5116,Cyclothone,acclinidens,Benttooth bristlemouth,Cyclothone acclinidens
Fis-52356,9968,Cyclothone,alba,Bristlemouth,Cyclothone alba
Fis-32327,7384,Cyclothone,atraria,Deep-water bristlemouth,Cyclothone atraria
Fis-29880,1774,Cyclothone,braueri,Garrick,Cyclothone braueri
Fis-137506,56147,Cyclothone,kobayashii,Kobayashi's bristlemouth,Cyclothone kobayashii
Fis-33739,9980,Cyclothone,livida,NA,Cyclothone livida
Fis-23454,1775,Cyclothone,microdon,Veiled anglemouth,Cyclothone microdon
Fis-33740,9983,Cyclothone,obscura,Hidden bristlemouth,Cyclothone obscura
Fis-32102,6966,Cyclothone,pallida,Tan bristlemouth,Cyclothone pallida
Fis-49741,16494,Cyclothone,parapallida,Shadow bristlemouth,Cyclothone parapallida
Fis-32103,6967,Cyclothone,pseudopallida,Slender bristlemouth,Cyclothone pseudopallida
Fis-33742,9989,Cyclothone,pygmaea,NA,Cyclothone pygmaea
Fis-57574,25278,Cyclothone,signata,Showy bristlemouth,Cyclothone signata
Fis-33181,9108,Cyema,atrum,Bobtail eel,Cyema atrum
W-Msc-420577,8343,Cyerce,antillensis,Antilles glass-slug,Cyerce antillensis
SLB-78005,8344,Cyerce,cristallina,harlequin glass-slug,Cyerce cristallina
Fis-32186,7099,Cygnodraco,mawsoni,Mawson's dragonfish,Cygnodraco mawsoni
W-Msc-139474,6037,Cylichna,alba,white cylichna,Cylichna alba
W-Msc-581401,6048,Cylichna,attonsa,NA,Cylichna attonsa
W-Msc-139476,6045,Cylichna,cylindracea,NA,Cylichna cylindracea
W-Msc-160061,6044,Cylichna,eburnea,ivory chalice-bubble,Cylichna eburnea
W-Msc-197138,149032,Cylichna,georgiana,NA,Cylichna georgiana
W-Msc-160060,6040,Cylichna,gouldii,NA,Cylichna gouldii
SLB-179240,150539,Cylichna,krebsii,NA,Cylichna krebsii
W-Msc-146868,150353,Cylichna,magna,NA,Cylichna magna
W-Msc-139478,7036,Cylichna,occulta,concealed chalice-bubble,Cylichna occulta
W-Msc-531512,94371,Cylichna,thetidis,NA,Cylichna thetidis
SLB-97744,89437,Cylichna,tubulosa,NA,Cylichna tubulosa
W-Msc-420537,6041,Cylichna,verrilli,NA,Cylichna verrilli
W-Msc-531571,94403,Cylichnatys,campanula,NA,Cylichnatys campanula
